site,year,month,day,location,depth,temp,salinity,ph,secchi
ssp,2015,5,2,a0,0,9.7,27.6,8,11
ssp,2015,5,2,b0,0,9.7,28.1,8,11
ssp,2015,5,2,b1,1,9.7,28.1,8,11
ssp,2015,5,2,c0,0,9.8,28.1,8.1,11
ssp,2015,5,2,c1,1,9.7,28.2,8.1,11
ssp,2015,5,2,c3,3,9.7,28.6,8.1,11
ssp,2015,5,2,d0,0,9.8,28.1,8.1,11
ssp,2015,5,2,d1,1,9.9,28.1,8.1,11
ssp,2015,5,2,d5,5,9.8,28.3,8.1,11
ssp,2015,5,2,d10,10,9.8,28.3,8.1,11
wfb,2015,5,2,a0,0,10,27.6,8,10
wfb,2015,5,2,b0,0,9.9,27.5,8,10
wfb,2015,5,2,b1,1,9.9,27.9,8,10
wfb,2015,5,2,c0,0,9.9,28,8,10
wfb,2015,5,2,c1,1,9.9,28.1,8,10
wfb,2015,5,2,c3,3,9.8,28.2,8,10
wfb,2015,5,2,d0,0,9.8,28.3,8,10
wfb,2015,5,2,d1,1,9.8,28.3,8,10
wfb,2015,5,2,d5,5,9.8,28.3,8,10
wfb,2015,5,2,d10,10,9.8,28.3,8,10
hdo,2015,5,3,a0,0,9,12.8,8.1,4.5
hdo,2015,5,3,b0,0,8.9,14.5,8.1,4.5
hdo,2015,5,3,b1,1,9.1,18,8.1,4.5
hdo,2015,5,3,c0,0,9.8,21.5,8.1,4.5
hdo,2015,5,3,c1,1,10,22.4,8.1,4.5
hdo,2015,5,3,c3,3,9.9,22.4,8.1,4.5
hdo,2015,5,3,d0,0,9.9,21.6,8.1,4.5
hdo,2015,5,3,d1,1,10,22.4,8.1,4.5
hdo,2015,5,3,d5,5,9.9,22.4,8.1,4.5
hdo,2015,5,3,d10,10,9.9,22.4,8.1,4.5
pba,2015,5,3,a0,0,10.1,21.8,7.9,0
pba,2015,5,3,b0,0,10.1,22.8,8,0
pba,2015,5,3,b1,1,10.2,22.6,9.9,0
pba,2015,5,3,c0,0,10.1,22.8,8,0
pba,2015,5,3,c1,1,10.2,22.6,9.9,0
pba,2015,5,3,c3,1,10.2,22.6,9.9,0
pba,2015,5,3,d0,0,9.9,22.3,8.1,0
pba,2015,5,3,d1,1,10.1,22.5,8.1,0
pba,2015,5,3,d5,5,10.3,22.8,8,0
pba,2015,5,3,d10,10,10.3,22.8,8.1,0
chp,2015,5,4,a0,0,10,26.9,7.7,0
chp,2015,5,4,b0,0,9.9,27.1,7.9,0
chp,2015,5,4,b1,1,9.8,27.1,9.9,0
chp,2015,5,4,c0,0,9.8,27.2,8,0
chp,2015,5,4,c1,1,9.8,27.2,8,0
chp,2015,5,4,c3,1.5,9.8,27.2,8,0
chp,2015,5,4,d0,0,9.8,26.8,8,0
chp,2015,5,4,d1,1,9.8,26.9,8,0
chp,2015,5,4,d5,5,9.8,27.1,8,0
chp,2015,5,4,d10,10,9.8,27.1,8,0
ppo,2015,5,20,a0,0,10.9,22.7,8.1,3.5
ppo,2015,5,20,b0,0,10.8,24,8.2,3.5
ppo,2015,5,20,b1,1,10.9,24.1,8.2,3.5
ppo,2015,5,20,c0,0,10.9,24,8.2,3.5
ppo,2015,5,20,c1,1,10.9,24.1,8.2,3.5
ppo,2015,5,20,c3,3,10.8,24.4,8.1,3.5
ppo,2015,5,20,d0,0,10.9,24,8.2,3.5
ppo,2015,5,20,d1,1,10.9,24.1,8.2,3.5
ppo,2015,5,20,d5,5,10,24.6,8,3.5
ppo,2015,5,20,d10,10,9.4,24.8,7.9,3.5
pba,2015,5,20,a0,0,11.4,24.2,8.2,3.5
pba,2015,5,20,b0,0,11.4,24.2,8.2,3.5
pba,2015,5,20,b1,1,11.4,24.2,8.2,3.5
pba,2015,5,20,c0,0,11.3,24.1,8.1,3.5
pba,2015,5,20,c1,1,11.3,24.2,8.2,3.5
pba,2015,5,20,c3,1.8,11.3,24.2,8.2,3.5
pba,2015,5,20,d0,0,10.9,24.1,8.2,3.5
pba,2015,5,20,d1,1,10.8,24.2,8.2,3.5
pba,2015,5,20,d5,5,10.9,24.3,8.2,3.5
pba,2015,5,20,d10,10,9.8,24.6,8,3.5
fei8,2015,5,21,a0,0,15.8,10.9,8.1,10
fei8,2015,5,21,b0,0,15.9,15.3,8.1,10
fei8,2015,5,21,b1,1,14,21.7,8.1,10
fei8,2015,5,21,c0,0,15.9,3.4,8.2,10
fei8,2015,5,21,c1,0,14.3,21.5,8.2,10
fei8,2015,5,21,c3,2,12.4,22.3,8.2,10
fei8,2015,5,21,d0,0,15.7,9.9,8.2,10
fei8,2015,5,21,d1,1,13.8,21.5,8.2,10
fei8,2015,5,21,d5,5,10.5,23.3,8.1,10
fei8,2015,5,21,d10,10,9.6,23.8,7.7,10
fei9,2015,5,21,a0,0,14.7,4.5,8.2,5
fei9,2015,5,21,b0,0,14.6,8.7,8.1,5
fei9,2015,5,21,b1,1,13.8,21.1,8.2,5
fei9,2015,5,21,c0,0,14.6,9,8.2,5
fei9,2015,5,21,c1,0,13.7,21.8,8.2,5
fei9,2015,5,21,c3,2,12.8,22.5,8.2,5
fei9,2015,5,21,d0,0,14.8,12,8.2,5
fei9,2015,5,21,d1,1,14.4,20.6,8.3,5
fei9,2015,5,21,d5,5,10.4,23.7,8,5
fei9,2015,5,21,d10,10,9.6,24.1,7.8,5
kis7,2015,5,23,a0,0,11.6,26.7,8,6.5
kis7,2015,5,23,b0,0,11.2,26.7,7.9,6.5
kis7,2015,5,23,b1,1,11.1,26.7,7.9,6.5
kis7,2015,5,23,c0,0,11.3,26.9,7.9,6.5
kis7,2015,5,23,c1,1,11.1,26.7,7.9,6.5
kis7,2015,5,23,c3,2,11,26.7,7.9,6.5
kis7,2015,5,23,d0,0,11.7,26.7,8,6.5
kis7,2015,5,23,d1,1,11.5,26.7,8,6.5
kis7,2015,5,23,d5,5,11.1,26.7,8,6.5
kis7,2015,5,23,d10,10,11,26.7,8,6.5
ssp,2015,5,31,a0,0,10.1,27.1,7.9,>10
ssp,2015,5,31,b0,0,10.1,27,7.9,>10
ssp,2015,5,31,b1,1,10.1,27,7.9,>10
ssp,2015,5,31,c0,0,10.1,27.1,7.9,>10
ssp,2015,5,31,c1,1,10.1,27.1,7.9,>10
ssp,2015,5,31,c3,1.3,10.1,27.1,7.9,>10
ssp,2015,5,31,d0,0,10.1,27.3,7.9,>10
ssp,2015,5,31,d1,1,10,27.3,7.9,>10
ssp,2015,5,31,d5,5,9.9,27.3,7.9,>10
ssp,2015,5,31,d10,10,9.8,27.3,7.9,>10
wfb,2015,5,31,a0,0,10.4,26.7,7.8,>10
wfb,2015,5,31,b0,0,10.4,26.9,7.9,>10
wfb,2015,5,31,b1,1,10.4,26.9,7.9,>10
wfb,2015,5,31,c0,0,10.2,27,7.9,>10
wfb,2015,5,31,c1,1,10.2,27,7.9,>10
wfb,2015,5,31,c3,3,10.2,27,7.9,>10
wfb,2015,5,31,d0,0,9.9,27.2,7.9,>10
wfb,2015,5,31,d1,1,9.9,27.2,7.9,>10
wfb,2015,5,31,d5,5,9.6,27.4,7.8,>10
wfb,2015,5,31,d10,10,9.4,27.5,7.8,>10
koe1,2015,6,1,a0,0,15,17.1,8,5
koe1,2015,6,1,b0,0,14.9,17.1,8.1,5
koe1,2015,6,1,b1,1,15,17.2,8.1,5
koe1,2015,6,1,c0,0,14.9,16.9,8,5
koe1,2015,6,1,c1,1,15,17,8.1,5
koe1,2015,6,1,c3,1.5,14.7,17.9,8.1,5
koe1,2015,6,1,d0,0,15.1,16.7,8,5
koe1,2015,6,1,d1,1,15,17.4,8.1,5
koe1,2015,6,1,d5,5,9.9,26.1,8,5
koe1,2015,6,1,d10,10,9.5,26.4,7.9,5
koe3,2015,6,1,a0,0,14.9,17.3,7.2,5
koe3,2015,6,1,b0,0,14.9,17.3,8,5
koe3,2015,6,1,b1,1,14.8,17.7,8,5
koe3,2015,6,1,c0,0,15.1,16.8,8,5
koe3,2015,6,1,c1,1,14.7,17.8,8,5
koe3,2015,6,1,c3,3,14.7,17.8,8,5
koe3,2015,6,1,d0,0,15.1,16.7,8,5
koe3,2015,6,1,d1,1,15,17.4,8.1,5
koe3,2015,6,1,d5,5,9.9,26.1,8,5
koe3,2015,6,1,d10,10,9.5,26.4,7.9,5
chp,2015,6,2,a0,0,10.3,26.2,7.7,4.5
chp,2015,6,2,b0,0,10.2,26.5,7.8,4.5
chp,2015,6,2,b1,1,10.2,26.5,7.8,4.5
chp,2015,6,2,c0,0,10.2,26.5,7.9,4.5
chp,2015,6,2,c1,1,10.2,26.4,7.9,4.5
chp,2015,6,2,c3,1.5,10.2,26.5,7.9,4.5
chp,2015,6,2,d0,0,10.3,26.3,7.9,4.5
chp,2015,6,2,d1,1,10.3,26.3,7.9,4.5
chp,2015,6,2,d5,5,10.1,26.6,7.9,4.5
chp,2015,6,2,d10,6,10,26.6,7.9,4.5
hdo,2015,6,2,a0,0,13.1,23.5,8,
hdo,2015,6,2,b0,0,13.1,24,8.1,
hdo,2015,6,2,b1,1,12.7,25,8.2,
hdo,2015,6,2,c0,0,13.1,24.1,8.1,
hdo,2015,6,2,c1,1,13.1,24.4,8.1,
hdo,2015,6,2,c3,3,12,25.4,8.2,
hdo,2015,6,2,d0,0,13.7,20.8,8.3,
hdo,2015,6,2,d1,1,13.2,23.5,8.3,
hdo,2015,6,2,d5,5,10.1,26.6,7.9,
hdo,2015,6,2,d10,10,10.2,26.5,7.9,
sni7,2015,6,10,a0,0,15.3,22.9,8.2,5
sni7,2015,6,10,b0,0,15,22.9,8.3,5
sni7,2015,6,10,b1,1,14.8,22.9,8.3,5
sni7,2015,6,10,c0,0,14.7,22.9,8.3,5
sni7,2015,6,10,c1,1,14.3,22.9,8.3,5
sni7,2015,6,10,c3,3,13.4,23.5,8.3,5
sni7,2015,6,10,d0,0,14.3,23,8.3,5
sni7,2015,6,10,d1,1,14.2,23,8.3,5
sni7,2015,6,10,d5,5,10.4,27.1,7.9,5
sni7,2015,6,10,d10,10,10,27.4,7.8,5
sni8,2015,6,10,a0,0,15.5,20.5,8.3,4.5
sni8,2015,6,10,b0,0,15.1,21.2,8.3,4.5
sni8,2015,6,10,b1,1,,,,4.5
sni8,2015,6,10,c0,0,14.7,21,8.3,4.5
sni8,2015,6,10,c1,1,13,22.3,8.3,4.5
sni8,2015,6,10,c3,1.8,12.1,24.9,8.2,4.5
sni8,2015,6,10,d0,0,14.9,20.4,8.3,4.5
sni8,2015,6,10,d1,1,12.9,23.5,8.3,4.5
sni8,2015,6,10,d5,5,10.2,26.7,7.9,4.5
sni8,2015,6,10,d10,10,9.6,27.3,7.7,4.5
hab4,2015,6,13,a0,0,12.2,24.1,8.1,
hab4,2015,6,13,b0,0,12.1,24.1,8.2,
hab4,2015,6,13,b1,1,12.1,24.1,8.2,
hab4,2015,6,13,c0,0,12.1,24.2,8.2,
hab4,2015,6,13,c1,1,11.6,24.5,8.1,
hab4,2015,6,13,c3,3,10.4,25,8,
hab4,2015,6,13,d0,0,11.9,24.5,8.1,
hab4,2015,6,13,d1,1,11.4,24.6,8.1,
hab4,2015,6,13,d5,5,10,25.2,8,
hab4,2015,6,13,d10,10,9.7,25.4,7.9,
hab5,2015,6,14,a0,0,13.4,18.7,8.2,
hab5,2015,6,14,b0,0,13.4,18.9,8.3,
hab5,2015,6,14,b1,1,13.2,19.1,8.2,
hab5,2015,6,14,c0,0,13.4,18.6,8.3,
hab5,2015,6,14,c1,1,13.4,19.1,8.3,
hab5,2015,6,14,c3,3,11.8,24.7,8.1,
hab5,2015,6,14,d0,0,13.4,18,8.3,
hab5,2015,6,14,d1,1,13.4,18.9,8.3,
hab5,2015,6,14,d5,5,11.3,25.5,8.1,
hab5,2015,6,14,d10,10,9.5,27,7.7,
hab7,2015,6,14,a0,0,14.1,14.5,8.2,
hab7,2015,6,14,b0,0,14.1,14.7,8.2,
hab7,2015,6,14,b1,1,13.7,16.4,8.2,
hab7,2015,6,14,c0,0,14.1,15,8.2,
hab7,2015,6,14,c1,1,13.8,16.1,8.2,
hab7,2015,6,14,c3,3,12.5,21,8.1,
hab7,2015,6,14,d0,0,14.1,15,8.2,
hab7,2015,6,14,d1,1,13.9,15.6,8.2,
hab7,2015,6,14,d5,5,10.3,26.2,8,
hab7,2015,6,14,d10,10,9.3,27.3,7.7,
cas1,2015,6,15,a0,0,11.9,24.5,7.9,
cas1,2015,6,15,b0,0,12.1,24.5,8,
cas1,2015,6,15,b1,1,11.6,25,8,
cas1,2015,6,15,c0,0,12,24.8,8,
cas1,2015,6,15,c1,1,11.6,25.2,8,
cas1,2015,6,15,c3,2.1,9.8,27.5,7.7,
cas1,2015,6,15,d0,0,11.9,25.1,8,
cas1,2015,6,15,d1,1,11.4,25.7,7.9,
cas1,2015,6,15,d5,5,9.1,28.1,7.6,
cas1,2015,6,15,d10,5.5,9,28.2,7.6,
cas2,2015,6,15,a0,0,15.1,20.5,8.3,
cas2,2015,6,15,b0,0,15.2,20.5,8.3,
cas2,2015,6,15,b1,1,15.1,20.6,8.2,
cas2,2015,6,15,c0,0,15.2,20.5,8.3,
cas2,2015,6,15,c1,1,15.2,20.7,8.2,
cas2,2015,6,15,c3,1,15.2,20.7,8.2,
cas2,2015,6,15,d0,0,15.4,20.6,8.3,
cas2,2015,6,15,d1,1,15.3,20.8,8.2,
cas2,2015,6,15,d5,5,10.5,26.9,7.9,
cas2,2015,6,15,d10,10,9.6,27.7,7.7,
nam1,2015,6,16,a0,0,15.3,17.2,7.9,
nam1,2015,6,16,b0,0,15.6,17.9,8.1,
nam1,2015,6,16,b1,1,15.4,18.4,8,
nam1,2015,6,16,c0,0,15.6,17.9,8.1,
nam1,2015,6,16,c1,1,15.4,18.4,8,
nam1,2015,6,16,c3,1,15.4,18.4,8,
nam1,2015,6,16,d0,0,15.7,17.7,8.2,
nam1,2015,6,16,d1,1,15.7,17.8,8.2,
nam1,2015,6,16,d5,5,10.5,27,7.8,
nam1,2015,6,16,d10,10,9.6,27.5,7.8,
nam2,2015,6,16,a0,0,15.8,17.4,8.2,
nam2,2015,6,16,b0,0,15.9,17.3,8.2,
nam2,2015,6,16,b1,1,15.8,17.4,8.2,
nam2,2015,6,16,c0,0,15.8,17.3,8.2,
nam2,2015,6,16,c1,1,15.9,17.5,8.2,
nam2,2015,6,16,c3,3,10.9,23.9,8,
nam2,2015,6,16,d0,0,15.9,17.4,8.2,
nam2,2015,6,16,d1,1,15.9,17.5,8.2,
nam2,2015,6,16,d5,5,9.4,27.6,7.8,
nam2,2015,6,16,d10,10,9.1,27.9,7.6,
ris2,2015,8,16,a0,0,16,16.7,8.4,4.6
ris2,2015,8,16,b0,0,16.1,17.1,8.4,4.6
ris2,2015,8,16,b1,1,14.3,23.4,8.2,4.6
ris2,2015,8,16,c0,0,15,20.1,8.3,4.6
ris2,2015,8,16,c1,1,14.5,22.5,8.2,4.6
ris2,2015,8,16,c3,3,13.4,25.2,8.1,4.6
ris2,2015,8,16,d0,0,15.4,20.6,8.2,4.6
ris2,2015,8,16,d1,1,14.2,23.6,8.1,4.6
ris2,2015,8,16,d5,5,11.3,29.5,7.9,4.6
ris2,2015,8,16,d10,10,10.4,30.7,7.9,4.6
kis1,2015,6,17,a0,0,11.9,31.1,8,3
kis1,2015,6,17,b0,0,11.8,31.1,8,3
kis1,2015,6,17,b1,1,11.9,31.1,8,3
kis1,2015,6,17,c0,0,11.9,31,8.1,3
kis1,2015,6,17,c1,1,11.9,31,8.1,3
kis1,2015,6,17,c3,3,11.9,31.1,8.1,3
kis1,2015,6,17,d0,0,12,31,8.2,3
kis1,2015,6,17,d1,1,11.9,31,8.2,3
kis1,2015,6,17,d5,5,11.7,31.1,8.1,3
kis1,2015,6,17,d10,10,11.6,31.2,8.1,3
kis10,2015,6,17,a0,0,11.9,31.2,8.1,3
kis10,2015,6,17,b0,0,11.9,31.2,8.1,3
kis10,2015,6,17,b1,1,11.9,31.2,8.1,3
kis10,2015,6,17,c0,0,11.8,31.2,8.2,3
kis10,2015,6,17,c1,1,11.8,31.2,8.2,3
kis10,2015,6,17,c3,3,11.4,31.2,8.1,3
kis10,2015,6,17,d0,0,11.8,31.1,8.2,3
kis10,2015,6,17,d1,1,11.8,31.1,8.2,3
kis10,2015,6,17,d5,5,11.7,31.2,8.1,3
kis10,2015,6,17,d10,10,11.4,31.3,8.1,3
fei10,2015,6,18,a0,0,14.5,25.8,8,
fei10,2015,6,18,b0,0,14.5,25.7,8,
fei10,2015,6,18,b1,1,14,26.2,7.9,
fei10,2015,6,18,c0,0,14.6,25.6,8.3,
fei10,2015,6,18,c1,1,14.7,25.7,8.3,
fei10,2015,6,18,c3,2.5,12.4,29.1,8,
fei10,2015,6,18,d0,0,14.3,26,8.3,
fei10,2015,6,18,d1,1,13.9,27.2,8.3,
fei10,2015,6,18,d5,5,10.7,30.3,8.1,
fei10,2015,6,18,d10,10,10.2,30.6,8,
fei11,2015,6,18,a0,0,14.5,25.4,8.3,
fei11,2015,6,18,b0,0,14.5,25.4,8.3,
fei11,2015,6,18,b1,1,14.5,25.5,8.3,
fei11,2015,6,18,c0,0,14.4,25.5,8.3,
fei11,2015,6,18,c1,1,14.5,25.6,8.3,
fei11,2015,6,18,c3,2,14.4,25.9,8.3,
fei11,2015,6,18,d0,0,14.4,24.3,8.3,
fei11,2015,6,18,d1,1,14.8,25.4,8.4,
fei11,2015,6,18,d5,5,10.6,30.1,8.1,
fei11,2015,6,18,d10,10,9.4,31,7.7,
hab6,2015,6,19,a0,0,12.3,29.4,7.8,4
hab6,2015,6,19,b0,0,12.3,29.4,8.1,4
hab6,2015,6,19,b1,1,11.3,30.4,8,4
hab6,2015,6,19,c0,0,12.1,29.6,8.1,4
hab6,2015,6,19,c1,1,10.8,30.6,8.1,4
hab6,2015,6,19,c3,3,10.4,30.6,8,4
hab6,2015,6,19,d0,0,12.4,29.1,8.2,4
hab6,2015,6,19,d1,1,12.2,29.7,8.2,4
hab6,2015,6,19,d5,5,10.2,30.6,8,4
hab6,2015,6,19,d10,10,9.6,31.1,7.9,4
ssp,2015,7,1,a0,0,11.3,30.5,7.9,10
ssp,2015,7,1,b0,0,11.2,30.5,7.9,10
ssp,2015,7,1,b1,1,11.3,30.6,8,10
ssp,2015,7,1,c0,0,11.2,30.7,7.9,10
ssp,2015,7,1,c1,1,11,30.8,7.9,10
ssp,2015,7,1,c3,3,10.6,31.2,7.9,10
ssp,2015,7,1,d0,0,11,30.6,8,10
ssp,2015,7,1,d1,1,11.5,30.6,8,10
ssp,2015,7,1,d5,5,10.8,31.1,7.9,10
ssp,2015,7,1,d10,10,10.2,31.4,7.9,10
wfb,2015,7,1,a0,0,11.9,30,7.9,10
wfb,2015,7,1,b0,0,11.7,30.6,7.9,10
wfb,2015,7,1,b1,1,11.2,31,7.8,10
wfb,2015,7,1,c0,0,11.5,30.6,7.4,10
wfb,2015,7,1,c1,1,11.9,30.3,8,10
wfb,2015,7,1,c3,2.5,10.7,31.2,7.9,10
wfb,2015,7,1,d0,0,11.7,30.3,8,10
wfb,2015,7,1,d1,1,11.9,30.6,8,10
wfb,2015,7,1,d5,4.5,10.4,31.3,7.8,10
wfb,2015,7,1,d10,4.5,10.4,31.3,7.8,10
hdo,2015,7,2,a0,0,13.7,29.9,8.2,0
hdo,2015,7,2,b0,0,13.4,30,8.2,0
hdo,2015,7,2,b1,1,12,31,8.1,0
hdo,2015,7,2,c0,0,15.2,28.4,8.1,0
hdo,2015,7,2,c1,1,12.1,30.9,8.1,0
hdo,2015,7,2,c3,3,11.6,30.9,8.1,0
hdo,2015,7,2,d0,0,15.1,28.4,8.2,0
hdo,2015,7,2,d1,1,13.9,29.3,8.2,0
hdo,2015,7,2,d5,5,11.6,30.9,8.1,0
hdo,2015,7,2,d10,10,11.6,30.9,8.1,0
pba,2015,7,2,a0,0,15.2,27.9,7.7,0
pba,2015,7,2,b0,0,15.3,28.2,8,0
pba,2015,7,2,b1,1,14.4,29.4,7.9,0
pba,2015,7,2,c0,0,15.6,28.1,8.1,0
pba,2015,7,2,c1,1,15.1,28.4,8.1,0
pba,2015,7,2,c3,1.8,14.4,29.6,8,0
pba,2015,7,2,d0,0,15.4,27.8,8.2,0
pba,2015,7,2,d1,1,15.5,28.8,8.2,0
pba,2015,7,2,d5,5,11.2,30.9,8,0
pba,2015,7,2,d10,10,10,31.3,7.7,0
chp,2015,7,3,a0,0,10.6,31.5,7.7,0
chp,2015,7,3,b0,0,10.2,31.6,7.8,0
chp,2015,7,3,b1,1,10.1,31.6,7.9,0
chp,2015,7,3,c0,0,10.1,31.7,7.8,0
chp,2015,7,3,c1,1,9.9,31.6,7.8,0
chp,2015,7,3,c3,1,9.9,31.6,7.8,0
chp,2015,7,3,d0,0,10.4,31.3,7.9,0
chp,2015,7,3,d1,1,10.2,31.4,7.9,0
chp,2015,7,3,d5,2.8,10.1,31.5,7.9,0
chp,2015,7,3,d10,2.8,10.1,31.5,7.9,0
ppo,2015,7,3,a0,0,15.1,28.8,8.2,0
ppo,2015,7,3,b0,0,14.8,29,8.2,0
ppo,2015,7,3,b1,1,14.6,29.1,8.2,0
ppo,2015,7,3,c0,0,14.7,29.1,8.2,0
ppo,2015,7,3,c1,1,14.1,29.7,8.2,0
ppo,2015,7,3,c3,3,13.4,30.1,8.2,0
ppo,2015,7,3,d0,0,14.8,29.1,8.2,0
ppo,2015,7,3,d1,1,14.5,29.3,8.2,0
ppo,2015,7,3,d5,5,11.8,30.8,8.1,0
ppo,2015,7,3,d10,10,10.3,31.3,7.9,0
sni1,2015,7,4,a0,0,13.3,27.4,8,6.5
sni1,2015,7,4,b0,0,13.9,27,8,6.5
sni1,2015,7,4,b1,1,12.7,28.2,7.9,6.5
sni1,2015,7,4,c0,0,13.7,27.4,8,6.5
sni1,2015,7,4,c1,1,12.9,28.1,8,6.5
sni1,2015,7,4,c3,3,11.6,29.4,7.9,6.5
sni1,2015,7,4,d0,0,13.6,26.7,8,6.5
sni1,2015,7,4,d1,1,13,27.8,8,6.5
sni1,2015,7,4,d5,5,11.7,29.4,8,6.5
sni1,2015,7,4,d10,10,10.5,30.1,7.9,6.5
sni2,2015,7,4,a0,0,15.4,26.2,8.1,6.1
sni2,2015,7,4,b0,0,15.1,26.2,8.2,6.1
sni2,2015,7,4,b1,1,14.7,26.4,8.1,6.1
sni2,2015,7,4,c0,0,15,26.6,8.2,6.1
sni2,2015,7,4,c1,1,13.9,27.3,8.2,6.1
sni2,2015,7,4,c3,2,13.7,27.4,8.2,6.1
sni2,2015,7,4,d0,0,15.1,26.5,8.2,6.1
sni2,2015,7,4,d1,1,14.2,27,8.2,6.1
sni2,2015,7,4,d5,5,12.7,29.1,8.2,6.1
sni2,2015,7,4,d10,10,10.3,31.3,7.8,6.1
fan1,2015,7,5,a0,0,11.9,31.8,7.8,0
fan1,2015,7,5,b0,0,11.8,31.9,7.9,0
fan1,2015,7,5,b1,1,11.3,31.9,7.9,0
fan1,2015,7,5,c0,0,11.6,32,7.9,0
fan1,2015,7,5,c1,1,11.4,31.9,7.9,0
fan1,2015,7,5,c3,3,10.9,31.9,7.9,0
fan1,2015,7,5,d0,0,11.9,31.7,8,0
fan1,2015,7,5,d1,1,11.6,31.7,8,0
fan1,2015,7,5,d5,5,11.4,31.8,7.9,0
fan1,2015,7,5,d10,5.1,11,31.9,7.9,0
fan3,2015,7,5,a0,0,13.2,31.7,8.1,0
fan3,2015,7,5,b0,0,13.2,31.8,8,0
fan3,2015,7,5,b1,1,11.7,31.8,8,0
fan3,2015,7,5,c0,0,12.3,31.9,8,0
fan3,2015,7,5,c1,1,11.6,31.9,7.9,0
fan3,2015,7,5,c3,3,11.2,31.5,7.9,0
fan3,2015,7,5,d0,0,12.3,31.9,8,0
fan3,2015,7,5,d1,1,11.6,31.9,7.9,0
fan3,2015,7,5,d5,3,11.2,31.5,7.9,0
fan3,2015,7,5,d10,3,11.2,31.5,7.9,0
gog2,2015,7,6,a0,0,15.1,31.7,7.9,0
gog2,2015,7,6,b0,0,14.5,31.6,8,0
gog2,2015,7,6,b1,1,14.2,31.6,8,0
gog2,2015,7,6,c0,0,14.1,30.4,8.2,0
gog2,2015,7,6,c1,1,13.8,31.5,8.2,0
gog2,2015,7,6,c3,1.5,13.4,31.2,8.2,0
gog2,2015,7,6,d0,0,14.1,31.3,8.1,0
gog2,2015,7,6,d1,1,13.9,31.8,8.1,0
gog2,2015,7,6,d5,5,12.5,31.7,8,0
gog2,2015,7,6,d10,6.1,12.3,31.7,8,0
gog3,2015,7,6,a0,0,11.8,32,7.9,2.5
gog3,2015,7,6,b0,0,11.9,31.9,8,2.5
gog3,2015,7,6,b1,1,11.2,31.4,8,2.5
gog3,2015,7,6,c0,0,11.3,31.8,8,2.5
gog3,2015,7,6,c1,1,11,31.9,7.9,2.5
gog3,2015,7,6,c3,3,10.8,31.9,8,2.5
gog3,2015,7,6,d0,0,12.2,32,8.2,2.5
gog3,2015,7,6,d1,1,11.9,31.8,8.1,2.5
gog3,2015,7,6,d5,5,10.8,31.9,8,2.5
gog3,2015,7,6,d10,10,9.9,32,7.9,2.5
kis2,2015,7,7,a0,0,13.6,29.9,7.9,0
kis2,2015,7,7,b0,0,13.7,29.9,8,0
kis2,2015,7,7,b1,1,13.5,30.1,8,0
kis2,2015,7,7,c0,0,13.6,30.2,8.1,0
kis2,2015,7,7,c1,1,13.2,30.6,8.1,0
kis2,2015,7,7,c3,1.2,13.2,30.6,8.1,0
kis2,2015,7,7,d0,0,13.2,30.6,8.2,0
kis2,2015,7,7,d1,1,13.2,30.6,8.2,0
kis2,2015,7,7,d5,5,13.1,30.7,8.2,0
kis2,2015,7,7,d10,10,11.4,31.4,8,0
kis6,2015,7,7,a0,0,14.7,30.5,8.3,0
kis6,2015,7,7,b0,0,14.6,29.5,8.2,0
kis6,2015,7,7,b1,1,14.2,30.4,8.3,0
kis6,2015,7,7,c0,0,13.9,30.5,8.3,0
kis6,2015,7,7,c1,1,13.9,30.8,8.3,0
kis6,2015,7,7,c3,1.5,13.9,30.8,8.3,0
