site,year,month,day,location,depth,temp,salinity,ph,secchi
kis6,2015,7,7,d0,0,14.1,30.8,8.3,0
kis6,2015,7,7,d1,1,14.3,31,8.3,0
kis6,2015,7,7,d5,5,14,31.1,8.3,0
kis6,2015,7,7,d10,10,13.8,31.1,8.3,0
koe1,2015,7,8,a0,0,18,24.5,8,0
koe1,2015,7,8,b0,0,17.7,24.6,8,0
koe1,2015,7,8,b1,1,17.7,24.6,8,0
koe1,2015,7,8,c0,0,17.6,24.4,8,0
koe1,2015,7,8,c1,1,17.2,25.2,8,0
koe1,2015,7,8,c3,1.5,14.7,28.3,8.1,0
koe1,2015,7,8,d0,0,17.8,24,8,0
koe1,2015,7,8,d1,1,16.8,26.1,8,0
koe1,2015,7,8,d5,4.5,14.1,29,8.2,0
koe1,2015,7,8,d10,4.5,14.1,29,8.2,0
koe3,2015,7,8,a0,0,17,24.3,7.6,0
koe3,2015,7,8,b0,0,17,24.6,7.8,0
koe3,2015,7,8,b1,1,16.8,25.4,7.9,0
koe3,2015,7,8,c0,0,16.7,24.5,7.9,0
koe3,2015,7,8,c1,1,16.8,24.8,7.9,0
koe3,2015,7,8,c3,1.3,14.8,28.3,8.1,0
koe3,2015,7,8,d0,0,16.3,24.7,8,0
koe3,2015,7,8,d1,1,16.2,26.1,8,0
koe3,2015,7,8,d5,5,14.1,29.1,8.2,0
koe3,2015,7,8,d10,10,9.7,31.3,7.9,0
hab2,2015,7,12,a0,0,13.8,31.2,8,0
hab2,2015,7,12,b0,0,13.8,31.2,8,0
hab2,2015,7,12,b1,1,13.8,31.2,8,0
hab2,2015,7,12,c0,0,13.6,31.3,8,0
hab2,2015,7,12,c1,1,13.6,31.3,8,0
hab2,2015,7,12,c3,3,12.7,31.7,8,0
hab2,2015,7,12,d0,0,13.6,31.4,8,0
hab2,2015,7,12,d1,1,13.4,31.5,8,0
hab2,2015,7,12,d5,5,12.2,31.6,8,0
hab2,2015,7,12,d10,6.5,11.8,31.6,7.9,0
hab1,2015,7,13,a0,0,15.4,29.7,8,6.5
hab1,2015,7,13,b0,0,15.4,29.7,8,6.5
hab1,2015,7,13,b1,1,15.4,29.7,8,6.5
hab1,2015,7,13,c0,0,15.4,29.6,8.1,6.5
hab1,2015,7,13,c1,1,15.5,29.6,8.1,6.5
hab1,2015,7,13,c3,3,15,29.9,8,6.5
hab1,2015,7,13,d0,0,15.5,29.6,8.1,6.5
hab1,2015,7,13,d1,1,15.4,29.6,8.1,6.5
hab1,2015,7,13,d5,5,13,30.5,8.1,6.5
hab1,2015,7,13,d10,10,10.3,31.2,7.9,6.5
hab4,2015,7,13,a0,0,15.1,29.5,8.1,6.3
hab4,2015,7,13,b0,0,15.1,29.5,8.1,6.3
hab4,2015,7,13,b1,1,15.1,29.5,8.1,6.3
hab4,2015,7,13,c0,0,15,29.5,8.1,6.3
hab4,2015,7,13,c1,1,15,29.6,8.1,6.3
hab4,2015,7,13,c3,3,13.8,30.2,8.1,6.3
hab4,2015,7,13,d0,0,15,29.6,8.1,6.3
hab4,2015,7,13,d1,1,14.9,29.6,8.1,6.3
hab4,2015,7,13,d5,5,12.7,30.7,8,6.3
hab4,2015,7,13,d10,10,10.8,31.3,7.9,6.3
fei12,2015,7,14,a0,0,17.7,12.8,8,
fei12,2015,7,14,b0,0,18.2,13,8,
fei12,2015,7,14,b1,1,19.1,25.3,8,
fei12,2015,7,14,c0,0,19.1,20.8,8.1,
fei12,2015,7,14,c1,1,19.1,25.5,8.1,
fei12,2015,7,14,c3,3,19,28.4,8.1,
fei12,2015,7,14,d0,0,19.4,22.5,8.1,
fei12,2015,7,14,d1,1,19.1,25.2,8.1,
fei12,2015,7,14,d5,5,15.7,30.6,8.1,
fei12,2015,7,14,d10,8,10.5,31.8,8,
fei2,2015,7,14,a0,0,19.2,19.2,7.6,
fei2,2015,7,14,b0,0,19.4,21.3,8,
fei2,2015,7,14,b1,1,19.2,25.1,8,
fei2,2015,7,14,c0,0,19.4,21.3,8,
fei2,2015,7,14,c1,1,19.2,25.1,8,
fei2,2015,7,14,c3,1,19.2,25.1,8,
fei2,2015,7,14,d0,0,19.5,18.8,8.1,
fei2,2015,7,14,d1,1,19.5,24.9,8.1,
fei2,2015,7,14,d5,2.8,18.5,28.6,8,
fei2,2015,7,14,d10,2.8,18.5,28.6,8,
ssp,2015,7,28,a0,0,13.4,30.8,7.8,6
ssp,2015,7,28,b0,0,13.2,30.9,8,6
ssp,2015,7,28,b1,1,12.8,31.4,8,6
ssp,2015,7,28,c0,0,13.8,30.4,8,6
ssp,2015,7,28,c1,1,13,31.1,8,6
ssp,2015,7,28,c3,3,12.9,31.2,8,6
ssp,2015,7,28,d0,0,13.6,30.7,8,6
ssp,2015,7,28,d1,1,13.3,30.9,8,6
ssp,2015,7,28,d5,5,12.7,31.3,8,6
ssp,2015,7,28,d10,10,12.5,31.4,8,6
wfb,2015,7,28,a0,0,13.6,31.1,8,6
wfb,2015,7,28,b0,0,13.5,31.3,8,6
wfb,2015,7,28,b1,1,13.3,30.3,8,6
wfb,2015,7,28,c0,0,13.3,31.3,8,6
wfb,2015,7,28,c1,1,13.3,31.4,8,6
wfb,2015,7,28,c3,1.5,13.2,31.5,8,6
wfb,2015,7,28,d0,0,13.3,31.4,8,6
wfb,2015,7,28,d1,1,13.2,31.5,8,6
wfb,2015,7,28,d5,5,12.6,31.7,8,6
wfb,2015,7,28,d10,5.3,12.6,31.7,8,6
hdo,2015,7,29,a0,0,14.9,21.6,8,5.5
hdo,2015,7,29,b0,0,15.4,26.4,8.2,5.5
hdo,2015,7,29,b1,1,15.5,28.2,8.1,5.5
hdo,2015,7,29,c0,0,15.5,26.7,8.2,5.5
hdo,2015,7,29,c1,1,15.5,28.2,8.2,5.5
hdo,2015,7,29,c3,3,14.9,30.1,8.1,5.5
hdo,2015,7,29,d0,0,15.4,27.7,8.2,5.5
hdo,2015,7,29,d1,1,15.4,28.7,8.2,5.5
hdo,2015,7,29,d5,5,14.3,30.9,8.1,5.5
hdo,2015,7,29,d10,10,14.2,30.9,8.1,5.5
ppo,2015,7,29,a0,0,15.7,25.7,8,5.5
ppo,2015,7,29,b0,0,17.7,27.4,8.1,5.5
ppo,2015,7,29,b1,1,15.2,29.4,8.1,5.5
ppo,2015,7,29,c0,0,15.7,25.6,8.1,5.5
ppo,2015,7,29,c1,1,15.5,29,8.2,5.5
ppo,2015,7,29,c3,3,14.8,30.5,8.1,5.5
ppo,2015,7,29,d0,0,15.8,26.8,8,5.5
ppo,2015,7,29,d1,1,15.5,29.1,8.1,5.5
ppo,2015,7,29,d5,5,13.9,31,8.1,5.5
ppo,2015,7,29,d10,10,13,31.6,8,5.5
chp,2015,7,30,a0,0,11.8,31.4,7.9,9
chp,2015,7,30,b0,0,11.8,31.4,7.9,9
chp,2015,7,30,b1,1,11.8,31.4,7.9,9
chp,2015,7,30,c0,0,11.8,31.3,8,9
chp,2015,7,30,c1,1,11.8,31.4,8,9
chp,2015,7,30,c3,1.2,11.8,31.4,8,9
chp,2015,7,30,d0,0,11.9,31.3,8,9
chp,2015,7,30,d1,1,11.9,31.3,8,9
chp,2015,7,30,d5,4,11.9,31.3,8,9
chp,2015,7,30,d10,4,11.9,31.3,8,9
pba,2015,7,30,a0,0,14.2,29.9,6.5,6.5
pba,2015,7,30,b0,0,14.5,30.1,7.8,6.5
pba,2015,7,30,b1,1,14.5,30.3,7.8,6.5
pba,2015,7,30,c0,0,14.4,30.2,7.8,6.5
pba,2015,7,30,c1,1,14.4,30.3,7.8,6.5
pba,2015,7,30,c3,3,14.4,30.2,7.8,6.5
pba,2015,7,30,d0,0,14.7,30,8,6.5
pba,2015,7,30,d1,1,14.5,30.3,8,6.5
pba,2015,7,30,d5,5,13.8,30.8,8,6.5
pba,2015,7,30,d10,6,13.8,30.9,8,6.5
koe1,2015,7,31,a0,0,16.1,0.1,8,4
koe1,2015,7,31,b0,0,16.3,0.1,8,4
koe1,2015,7,31,b1,1,16.1,17.8,8,4
koe1,2015,7,31,c0,0,16.4,16.9,8,4
koe1,2015,7,31,c1,1,15.2,18.8,7.9,4
koe1,2015,7,31,c3,3,13.2,30.3,8,4
koe1,2015,7,31,d0,0,16.4,15.8,8.1,4
koe1,2015,7,31,d1,1,14.2,27.6,8.1,4
koe1,2015,7,31,d5,5,12.6,30.7,8.1,4
koe1,2015,7,31,d10,10,11.9,30.8,8,4
koe3,2015,7,31,a0,0,16.4,15.2,7.7,4
koe3,2015,7,31,b0,0,16.5,11.7,7.8,4
koe3,2015,7,31,b1,1,16.4,15.9,7.8,4
koe3,2015,7,31,c0,0,16.7,10.6,7.9,4
koe3,2015,7,31,c1,1,16.7,14.2,7.7,4
koe3,2015,7,31,c3,1.5,13.5,29.8,7.8,4
koe3,2015,7,31,d0,0,16.4,15.8,8.1,4
koe3,2015,7,31,d1,1,14.2,27.6,8.1,4
koe3,2015,7,31,d5,5,12.6,30.7,8.1,4
koe3,2015,7,31,d10,10,11.9,30.8,8,4
ris1,2015,8,1,a0,0,16.2,23,8.1,6
ris1,2015,8,1,b0,0,16.1,23,8.1,6
ris1,2015,8,1,b1,1,16,22.9,8.1,6
ris1,2015,8,1,c0,0,15.4,22.5,8,6
ris1,2015,8,1,c1,1,15.5,22.7,8,6
ris1,2015,8,1,c3,3,12.2,22.5,8,6
ris1,2015,8,1,d0,0,15.2,22.7,8,6
ris1,2015,8,1,d1,1,15.3,24.1,8,6
ris1,2015,8,1,d5,5,11.1,30.7,7.8,6
ris1,2015,8,1,d10,10,10.5,31,7.8,6
ris3,2015,8,1,a0,0,14.8,26.5,7.9,6
ris3,2015,8,1,b0,0,14.1,28.3,7.8,6
ris3,2015,8,1,b1,1,13.4,29.8,7.8,6
ris3,2015,8,1,c0,0,13.7,29,8,6
ris3,2015,8,1,c1,1,13.1,29.9,8,6
ris3,2015,8,1,c3,3,12.2,30.6,7.9,6
ris3,2015,8,1,d0,0,14.7,27.8,8,6
ris3,2015,8,1,d1,1,13.5,29.7,8,6
ris3,2015,8,1,d5,5,11.4,30.9,7.9,6
ris3,2015,8,1,d10,10,10.9,31.1,7.7,6
fei3,2015,8,2,a0,0,15.2,28.9,7.6,4.5
fei3,2015,8,2,b0,0,15.8,28.3,8,4.5
fei3,2015,8,2,b1,1,15.1,29.1,7.9,4.5
fei3,2015,8,2,c0,0,15.8,28.3,8,4.5
fei3,2015,8,2,c1,1,15.8,28.4,8,4.5
fei3,2015,8,2,c3,3,14.1,29.6,8,4.5
fei3,2015,8,2,d0,0,15.8,28.5,8.1,4.5
fei3,2015,8,2,d1,1,15.4,28.7,8.1,4.5
fei3,2015,8,2,d5,5,12.5,30.5,8,4.5
fei3,2015,8,2,d10,6.5,11.7,30.9,7.8,4.5
fei4,2015,8,2,a0,0,15.5,28.6,8.1,4.5
fei4,2015,8,2,b0,0,15.5,27.1,8.1,4.5
fei4,2015,8,2,b1,1,15,28.7,8.1,4.5
fei4,2015,8,2,c0,0,15.5,28.2,8.1,4.5
fei4,2015,8,2,c1,1,15.4,28.3,8.1,4.5
fei4,2015,8,2,c3,3,13.6,29.7,8.1,4.5
fei4,2015,8,2,d0,0,15.7,28,8.1,4.5
fei4,2015,8,2,d1,1,15.3,28.4,8.1,4.5
fei4,2015,8,2,d5,5,12.6,30.4,8,4.5
fei4,2015,8,2,d10,10,11.5,31.1,7.9,4.5
fei13,2015,8,12,a0,0,13.8,28.8,7.6,5
fei13,2015,8,12,b0,0,13.8,29.1,7.9,5
fei13,2015,8,12,b1,1,13.6,29.3,7.9,5
fei13,2015,8,12,c0,0,13.8,29.1,8,5
fei13,2015,8,12,c1,1,13.7,29.2,8,5
fei13,2015,8,12,c3,2.5,13.3,29.7,8,5
fei13,2015,8,12,d0,0,14.5,28,8.2,5
fei13,2015,8,12,d1,1,14.5,28.2,8.2,5
fei13,2015,8,12,d5,3.5,12,30.6,8.1,5
fei13,2015,8,12,d10,3.5,12,30.6,8.1,5
sni10,2015,8,13,a0,0,16.3,21.8,8.1,5
sni10,2015,8,13,b0,0,16.4,21.8,8.1,5
sni10,2015,8,13,b1,1,16,22.3,8,5
sni10,2015,8,13,c0,0,16.3,22.5,8.1,5
sni10,2015,8,13,c1,1,16.2,23.3,8.1,5
sni10,2015,8,13,c3,2.2,15,26.4,8,5
sni10,2015,8,13,d0,0,16.3,22.2,8.2,5
sni10,2015,8,13,d1,1,16.3,23.3,8.2,5
sni10,2015,8,13,d5,5,12.9,29.9,8,5
sni10,2015,8,13,d10,5.9,12,30.7,7.9,5
sni9,2015,8,13,a0,0,16.4,21.1,7.5,4.5
sni9,2015,8,13,b0,0,16.4,21.4,8,4.5
sni9,2015,8,13,b1,1,16.2,22.2,8.1,4.5
sni9,2015,8,13,c0,0,16.3,21.9,8.1,4.5
sni9,2015,8,13,c1,1,16.2,22.2,8.1,4.5
sni9,2015,8,13,c3,2.5,16.8,26.5,8,4.5
sni9,2015,8,13,d0,0,16.5,21.2,8.2,4.5
sni9,2015,8,13,d1,1,16.3,22.1,8.2,4.5
sni9,2015,8,13,d5,5,13.2,29.5,8,4.5
sni9,2015,8,13,d10,10,11.7,31,7.9,4.5
sni11,2015,8,14,a0,0,13.7,25.4,7,4.1
sni11,2015,8,14,b0,0,13.3,25.1,8.4,4.1
sni11,2015,8,14,b1,1,13.5,25.3,8.4,4.1
sni11,2015,8,14,c0,0,13.4,25.3,8.1,4.1
sni11,2015,8,14,c1,1,13.5,25.2,8.1,4.1
sni11,2015,8,14,c3,2.8,13,26.2,8,4.1
sni11,2015,8,14,d0,0,13.6,26,8.1,4.1
sni11,2015,8,14,d1,1,13.5,25.5,8.1,4.1
sni11,2015,8,14,d5,5,10.7,30.1,7.9,4.1
sni11,2015,8,14,d10,10,10.1,30.9,7.8,4.1
sni12,2015,8,14,a0,0,15.3,23.6,8.2,3.8
sni12,2015,8,14,b0,0,15.1,23.5,8.3,3.8
sni12,2015,8,14,b1,1,15.1,23.8,8.3,3.8
sni12,2015,8,14,c0,0,15.4,23.7,8.4,3.8
sni12,2015,8,14,c1,1,15.4,23.7,8.4,3.8
sni12,2015,8,14,c3,3,13.9,28.3,8.3,3.8
sni12,2015,8,14,d0,0,15.4,23.5,8.3,3.8
sni12,2015,8,14,d1,1,15.4,24.2,8.2,3.8
sni12,2015,8,14,d5,5,13.4,29.1,8.1,3.8
sni12,2015,8,14,d10,10,11.7,30.9,7.9,3.8
gog1,2015,8,15,a0,0,15.8,31.6,8.1,11.5
gog1,2015,8,15,b0,0,15.9,31.5,8.1,11.5
gog1,2015,8,15,b1,1,15.9,31.6,8.1,11.5
gog1,2015,8,15,c0,0,15.9,31.6,8.1,11.5
gog1,2015,8,15,c1,1,15.9,31.6,8.1,11.5
gog1,2015,8,15,c3,1,15.9,31.6,8.1,11.5
gog1,2015,8,15,d0,0,16.1,31.1,8.1,11.5
gog1,2015,8,15,d1,1,15.9,31.6,8.1,11.5
gog1,2015,8,15,d5,2,15.9,31.6,8.1,11.5
gog1,2015,8,15,d10,2,15.9,31.6,8.1,11.5
gog4,2015,8,15,a0,0,15.4,31.3,7.4,11.5
gog4,2015,8,15,b0,0,15.4,31.3,7.9,11.5
gog4,2015,8,15,b1,1,15.5,31.3,7.9,11.5
gog4,2015,8,15,c0,0,15.5,31.2,8,11.5
gog4,2015,8,15,c1,1,15.5,31.3,8,11.5
gog4,2015,8,15,c3,1.2,15.5,31.4,8,11.5
gog4,2015,8,15,d0,0,15.6,30.8,8.1,11.5
gog4,2015,8,15,d1,1,15.6,31.3,8.1,11.5
gog4,2015,8,15,d5,4.5,14.7,31.5,8,11.5
gog4,2015,8,15,d10,4.5,14.7,31.5,8,11.5
ris5,2015,8,16,a0,0,17,12.3,7.8,4.8
ris5,2015,8,16,b0,0,16.7,12.1,8.4,4.8
ris5,2015,8,16,b1,1,17.2,12.5,8.5,4.8
ris5,2015,8,16,c0,0,17,12.3,8.5,4.8
ris5,2015,8,16,c1,1,17.2,12.6,8.5,4.8
ris5,2015,8,16,c3,3,17.2,12.7,8.5,4.8
ris5,2015,8,16,d0,0,16.8,11.9,8.5,4.8
ris5,2015,8,16,d1,1,16.9,11.9,8.5,4.8
ris5,2015,8,16,d5,5,16.3,15.5,8.4,4.8
ris5,2015,8,16,d10,10,10.4,30.7,7.9,4.8
ris6,2015,8,17,a0,0,12.7,30.8,8,4
ris6,2015,8,17,b0,0,12.7,30.9,8,4
ris6,2015,8,17,b1,1,12.6,31,8,4
ris6,2015,8,17,c0,0,12.7,30.9,8,4
ris6,2015,8,17,c1,1,12.6,31,8,4
ris6,2015,8,17,c3,2.1,12.4,31.1,8,4
ris6,2015,8,17,d0,0,12,31.3,8,4
ris6,2015,8,17,d1,1,11.9,31.4,8,4
ris6,2015,8,17,d5,5,11.4,31.5,7.9,4
ris6,2015,8,17,d10,10,10.7,31.7,7.8,4
ris7,2015,8,17,a0,0,14.2,28.9,8.1,2.5
ris7,2015,8,17,b0,0,14.4,28.6,8.1,2.5
ris7,2015,8,17,b1,1,14.1,29,8.2,2.5
ris7,2015,8,17,c0,0,14.4,28.6,8.1,2.5
ris7,2015,8,17,c1,1,14.1,29,8.2,2.5
ris7,2015,8,17,c3,1.8,13.9,29.4,8.1,2.5
ris7,2015,8,17,d0,0,14.4,28.4,8.2,2.5
ris7,2015,8,17,d1,1,14.2,28.8,8.2,2.5
ris7,2015,8,17,d5,4,13.2,30.2,8,2.5
ris7,2015,8,17,d10,4,13.2,30.2,8,2.5
hdo,2015,9,2,a0,0,11.9,24,7.8,5
hdo,2015,9,2,b0,0,11.9,24.4,7.8,5
hdo,2015,9,2,b1,1,11.9,27.6,7.8,5
hdo,2015,9,2,c0,0,11.9,27,7.9,5
hdo,2015,9,2,c1,1,11.9,27.7,7.9,5
hdo,2015,9,2,c3,3,11.9,27.7,7.9,5
hdo,2015,9,2,d0,0,11.9,27.4,7.8,5
hdo,2015,9,2,d1,1,11.9,27.7,7.8,5
hdo,2015,9,2,d5,5,11.8,29.7,7.9,5
hdo,2015,9,2,d10,10,11.8,29.7,7.9,5
ppo,2015,9,2,a0,0,12,27.8,7.7,4
ppo,2015,9,2,b0,0,11.9,27.7,7.8,4
ppo,2015,9,2,b1,1,11.9,28.1,7.8,4
ppo,2015,9,2,c0,0,12,27.4,7.8,4
ppo,2015,9,2,c1,1,11.9,28,7.8,4
ppo,2015,9,2,c3,3,11.9,28.3,7.8,4
ppo,2015,9,2,d0,0,11.9,27.8,7.8,4
ppo,2015,9,2,d1,1,11.9,28,7.8,4
ppo,2015,9,2,d5,5,11.9,28.9,7.9,4
ppo,2015,9,2,d10,10,12,30.5,7.8,4
ssp,2015,9,3,a0,0,11.2,30.8,7.8,0
ssp,2015,9,3,b0,0,11.2,30.9,7.8,0
ssp,2015,9,3,b1,1,11.2,30.9,7.8,0
ssp,2015,9,3,c0,0,11.2,30.9,7.8,0
ssp,2015,9,3,c1,1,11.2,30.9,7.8,0
ssp,2015,9,3,c3,2,11.2,30.9,7.9,0
ssp,2015,9,3,d0,0,11.5,30.8,7.9,0
ssp,2015,9,3,d1,1,11.5,30.8,7.9,0
ssp,2015,9,3,d5,5,11.1,30.9,7.9,0
ssp,2015,9,3,d10,9.5,11.1,30.9,7.9,0
wfb,2015,9,3,a0,0,11.8,26.7,6.6,<9
wfb,2015,9,3,b0,0,11.5,27.6,7.7,<9
wfb,2015,9,3,b1,1,11.2,30.9,7.7,<9
wfb,2015,9,3,c0,0,11.5,30.1,7.8,<9
wfb,2015,9,3,c1,1,11.2,30.8,7.8,<9
wfb,2015,9,3,c3,2,11,30.8,7.8,<9
wfb,2015,9,3,d0,0,11.1,30.7,7.8,<9
wfb,2015,9,3,d1,1,11.1,30.7,7.8,<9
wfb,2015,9,3,d5,5,10.9,30.9,7.8,<9
wfb,2015,9,3,d10,5.5,10.9,30.9,7.8,<9
chp,2015,9,11,a0,0,12.1,30.7,7.1,10
chp,2015,9,11,b0,0,12,30.8,7.8,10
chp,2015,9,11,b1,1,12,30.8,7.8,10
chp,2015,9,11,c0,0,12,30.8,7.9,10
chp,2015,9,11,c1,1,12,30.8,7.9,10
chp,2015,9,11,c3,1.5,12,30.8,7.9,10
chp,2015,9,11,d0,0,12,30.8,7.9,10
chp,2015,9,11,d1,1,12,30.8,7.9,10
chp,2015,9,11,d5,2.5,12,30.6,7.9,10
chp,2015,9,11,d10,2.5,12,30.6,7.9,10
pba,2015,9,12,a0,0,13.7,26.4,7.1,5.5
pba,2015,9,12,b0,0,13.4,23.5,7.7,5.5
pba,2015,9,12,b1,1,13.5,28.5,7.7,5.5
pba,2015,9,12,c0,0,13.7,27.5,7.7,5.5
pba,2015,9,12,c1,1,13.6,28.1,7.8,5.5
pba,2015,9,12,c3,2,13.2,28.8,7.8,5.5
pba,2015,9,12,d0,0,13.7,27.8,7.9,5.5
pba,2015,9,12,d1,1,13.5,28.2,8,5.5
pba,2015,9,12,d5,5,12.8,29.5,8,5.5
pba,2015,9,12,d10,10,12.2,30,7.9,5.5
koe1,2015,9,13,a0,0,13.2,9.9,7.9,6
koe1,2015,9,13,b0,0,13.2,9,8.8,6
koe1,2015,9,13,b1,1,12.9,25.5,7.7,6
koe1,2015,9,13,c0,0,13.4,10.5,8.1,6
koe1,2015,9,13,c1,1,12.9,23.5,7.8,6
koe1,2015,9,13,c3,2,12.7,27.9,7.8,6
koe1,2015,9,13,d0,0,13.5,10.4,8,6
koe1,2015,9,13,d1,1,13.5,23.4,7.8,6
koe1,2015,9,13,d5,3,12.1,28.9,8,6
koe1,2015,9,13,d10,3,12.1,28.9,8,6
koe3,2015,9,13,a0,0,13.7,7.7,6.4,6
koe3,2015,9,13,b0,0,13.7,8,6.7,6
koe3,2015,9,13,b1,1,13.7,9.3,6.7,6
koe3,2015,9,13,c0,0,13.7,7.2,7.1,6
koe3,2015,9,13,c1,1,13.7,7.4,7.1,6
koe3,2015,9,13,c3,2,12.6,27.3,7.2,6
koe3,2015,9,13,d0,0,13.6,6.3,7.7,6
koe3,2015,9,13,d1,1,13.6,13.4,7.6,6
koe3,2015,9,13,d5,5,11.8,29.5,7.7,6
koe3,2015,9,13,d10,10,11.5,30.6,7.8,6
ssp,2016,4,7,a0,0,9.1,30.3,7.4,
ssp,2016,4,7,b0,0,9.1,30.3,7.4,
ssp,2016,4,7,b1,1,9.1,30.4,7.7,
ssp,2016,4,7,c0,0,9.1,30.4,7.9,
ssp,2016,4,7,c1,1,9.1,30.4,7.9,
ssp,2016,4,7,c3,2,9.1,30.5,8,
ssp,2016,4,7,d0,0,9.1,30.3,8,
ssp,2016,4,7,d1,1,9.1,30.4,8,
ssp,2016,4,7,d5,5,9.1,30.5,8,
ssp,2016,4,7,d10,10,9.1,30.5,8,
chp,2016,4,8,a0,0,9,29.6,8,
chp,2016,4,8,b0,0,9.2,30.6,8,
chp,2016,4,8,b1,1,9.2,30.7,8,
chp,2016,4,8,c0,0,9.2,30.6,8,
chp,2016,4,8,c1,1,9.2,30.7,8,
chp,2016,4,8,c3,1,9.2,30.7,8,
chp,2016,4,8,d0,0,9.2,30.7,8,
chp,2016,4,8,d1,1,9.2,30.7,8,
chp,2016,4,8,d5,5,9.2,30.7,8,
chp,2016,4,8,d10,10,9.2,30.7,8,
wfb,2016,4,8,a0,0,9.4,30.4,7.1,5.5
wfb,2016,4,8,b0,0,9.2,30.3,7.8,5.5
wfb,2016,4,8,b1,1,9.3,30.6,7.8,5.5
wfb,2016,4,8,c0,0,9.3,30.4,7.9,5.5
wfb,2016,4,8,c1,1,9.3,30.6,7.9,5.5
wfb,2016,4,8,c3,2,9.3,30.7,8,5.5
wfb,2016,4,8,d0,0,9.2,30.7,8,5.5
wfb,2016,4,8,d1,1,9.2,30.7,8,5.5
wfb,2016,4,8,d5,5,9.2,30.7,8,5.5
wfb,2016,4,8,d10,5,9.2,30.7,8,5.5
pba,2016,4,9,a0,0,7.7,15.1,8.1,
pba,2016,4,9,b0,0,7.6,16.9,7.9,
pba,2016,4,9,b1,1,9.2,29,7.8,
pba,2016,4,9,c0,0,9.1,28.7,7.9,
pba,2016,4,9,c1,1,9.4,29.5,7.9,
pba,2016,4,9,c3,3,9.5,29.7,7.9,
pba,2016,4,9,d0,0,9.2,7.3,7.9,
pba,2016,4,9,d1,1,9.3,28.5,7.9,
pba,2016,4,9,d5,5,9.3,30.2,8,
pba,2016,4,9,d10,10,9,30.4,8,
ppo,2016,4,9,a0,0,9.3,29.7,7,
ppo,2016,4,9,b0,0,9.3,29.9,7.4,
ppo,2016,4,9,b1,1,9.2,30,7.8,
ppo,2016,4,9,c0,0,9.2,30,7.9,
ppo,2016,4,9,c1,1,9.2,30,7.9,
ppo,2016,4,9,c3,3,9.2,30.1,7.9,
ppo,2016,4,9,d0,0,9.2,29.9,8,
ppo,2016,4,9,d1,1,9.2,30,8,
ppo,2016,4,9,d5,5,9.2,30.1,8,
ppo,2016,4,9,d10,10,9,30.4,8,
hdo,2016,4,12,a0,0,9.4,26.5,7.7,3.5
hdo,2016,4,12,b0,0,9.4,28,8.1,3.5
hdo,2016,4,12,b1,1,9.4,29.2,8,3.5
hdo,2016,4,12,c0,0,9.4,28.2,8.1,3.5
hdo,2016,4,12,c1,1,9.4,29.2,8.1,3.5
hdo,2016,4,12,c3,3,9.4,29.2,8.2,3.5
hdo,2016,4,12,d0,0,9.4,28.9,8.2,3.5
hdo,2016,4,12,d1,1,9.4,28.9,8.2,3.5
hdo,2016,4,12,d5,5,9.4,29.2,8.2,3.5
hdo,2016,4,12,d10,10,9.4,29.2,8.2,3.5
chp,2016,5,7,a0,0,9.7,30.8,7.7,bottom
chp,2016,5,7,b0,0,9.7,30.9,7.7,bottom
chp,2016,5,7,b1,1,9.6,30.9,7.8,bottom
chp,2016,5,7,c0,0,9.7,30.8,7.9,bottom
chp,2016,5,7,c1,1,9.7,30.5,7.9,bottom
chp,2016,5,7,c3,1.3,9.7,30.8,7.9,bottom
chp,2016,5,7,d0,0,9.6,30.9,7.9,bottom
chp,2016,5,7,d1,1,9.6,30.9,7.9,bottom
chp,2016,5,7,d5,4,9.6,31,7.9,bottom
