kingdom,phylum,order,family,genus,species,in_range,old_species,kingdom_id,phylum_id,order_id,family_id,genus_id,species_id,class,class_id,subspecies,subspecies_id,form,form_id,ids
Animalia,Chordata,Pleuronectiformes,Pleuronectidae,Isopsetta,Isopsetta isolepis,y,Isopsetta isolepis,1,44,588,8611,2409201,2409202,NA,NA,NA,NA,NA,NA,Isopsetta isolepis
Animalia,Chordata,Scorpaeniformes,Cottidae,Jordania,Jordania zonope,y,Jordania zonope,1,44,590,8621,2333883,2333884,NA,NA,NA,NA,NA,NA,Jordania zonope
Animalia,Chordata,Perciformes,Gobiidae,Lepidogobius,Lepidogobius lepidus,y,Lepidogobius lepidus,1,44,587,4274,2379181,2379182,NA,NA,NA,NA,NA,NA,Lepidogobius lepidus
Animalia,Chordata,Pleuronectiformes,Pleuronectidae,Lepidopsetta,Lepidopsetta bilineata,y,Lepidopsetta bilineata,1,44,588,8611,5213905,5213939,NA,NA,NA,NA,NA,NA,Lepidopsetta bilineata
Animalia,Chordata,Pleuronectiformes,Pleuronectidae,Lepidopsetta,Lepidopsetta polyxystra,y,Lepidopsetta polyxystra,1,44,588,8611,5213905,5213938,NA,NA,NA,NA,NA,NA,Lepidopsetta polyxystra
Animalia,Chordata,Scorpaeniformes,Cottidae,Leptocottus,Leptocottus armatus,y,Leptocottus armatus,1,44,590,8621,2333922,2333923,NA,NA,NA,NA,NA,NA,Leptocottus armatus
Animalia,Chordata,Pleuronectiformes,Pleuronectidae,Limanda,Limanda sakhalinensis,n,Limanda sakhalinensis,1,44,588,8611,5213949,5213969,NA,NA,NA,NA,NA,NA,Limanda sakhalinensis
Animalia,Chordata,Scorpaeniformes,Liparidae,Liparis,Liparis cyclopus,y,Liparis cyclopus,1,44,590,8627,2335959,5201449,NA,NA,NA,NA,NA,NA,Liparis cyclopus
Animalia,Chordata,Scorpaeniformes,Liparidae,Liparis,Liparis florae,y,Liparis florae,1,44,590,8627,2335959,5201520,NA,NA,NA,NA,NA,NA,Liparis florae
Animalia,Chordata,Scorpaeniformes,Liparidae,Liparis,Liparis fucensis,y,Liparis fucensis,1,44,590,8627,2335959,5201508,NA,NA,NA,NA,NA,NA,Liparis fucensis
Animalia,Chordata,Scorpaeniformes,Liparidae,Liparis,Liparis mucosus,y,Liparis mucosus,1,44,590,8627,2335959,5201509,NA,NA,NA,NA,NA,NA,Liparis mucosus
Animalia,Chordata,Scorpaeniformes,Liparidae,Liparis,Liparis pulchellus,y,Liparis pulchellus,1,44,590,8627,2335959,5201510,NA,NA,NA,NA,NA,NA,Liparis pulchellus
Animalia,Chordata,Perciformes,Stichaeidae,Lumpenus,Lumpenus sagitta,y,Lumpenus sagitta,1,44,587,8598,5211320,5211330,NA,NA,NA,NA,NA,NA,Lumpenus sagitta
Animalia,Chordata,Pleuronectiformes,Pleuronectidae,Lyopsetta,Lyopsetta exilis,y,Lyopsetta exilis,1,44,588,8611,2409225,2409226,NA,NA,NA,NA,NA,NA,Lyopsetta exilis
Animalia,Chordata,Gadiformes,Merlucciidae,Merluccius,Merluccius productus,y,Merluccius productus,1,44,549,3703,2415629,2415676,NA,NA,NA,NA,NA,NA,Merluccius productus
Animalia,Chordata,Gadiformes,Gadidae,Microgadus,Microgadus proximus,y,Microgadus proximus,1,44,549,3701,2415887,2415888,NA,NA,NA,NA,NA,NA,Microgadus proximus
Animalia,Chordata,Pleuronectiformes,Pleuronectidae,Microstomus,Microstomus pacificus,y,Microstomus pacificus,1,44,588,8611,2409352,5214028,NA,NA,NA,NA,NA,NA,Microstomus pacificus
Animalia,Chordata,Tetraodontiformes,Molidae,Mola,Mola mola,y,Mola mola,1,44,772,5897,5207570,5213725,NA,NA,NA,NA,NA,NA,Mola mola
Animalia,Chordata,Tetraodontiformes,Molidae,Mola,Mola mola,y,Mola sp. MANBOU,1,44,772,5897,5207570,NA,NA,NA,NA,NA,NA,NA,Mola sp. MANBOU
Animalia,Chordata,Tetraodontiformes,Molidae,Mola,Mola mola,y,Mola sp. B,1,44,772,5897,5207570,NA,NA,NA,NA,NA,NA,NA,Mola sp. B
Animalia,Chordata,Scorpaeniformes,Cottidae,Myoxocephalus,Myoxocephalus jaok,n,Myoxocephalus jaok,1,44,590,8621,2333775,2333814,NA,NA,NA,NA,NA,NA,Myoxocephalus jaok
Animalia,Chordata,Scorpaeniformes,Cottidae,Myoxocephalus,Myoxocephalus polyacanthocephalus,y,Myoxocephalus polyacanthocephalus,1,44,590,8621,2333775,2333818,NA,NA,NA,NA,NA,NA,Myoxocephalus polyacanthocephalus
Animalia,Chordata,Scorpaeniformes,Cottidae,Myoxocephalus,Myoxocephalus stelleri,y,Myoxocephalus stelleri,1,44,590,8621,2333775,2333807,NA,NA,NA,NA,NA,NA,Myoxocephalus stelleri
Animalia,Chordata,Pleuronectiformes,Pleuronectidae,Myzopsetta,Myzopsetta ferruginea,n,Myzopsetta ferruginea,1,44,588,8611,5213949,5213953,NA,NA,NA,NA,NA,NA,Myzopsetta ferruginea
Animalia,Chordata,Scorpaeniformes,Hemitripteridae,Nautichthys,Nautichthys oculofasciatus,y,Nautichthys oculofasciatus,1,44,590,5097,2335120,2335124,NA,NA,NA,NA,NA,NA,Nautichthys oculofasciatus
Animalia,Chordata,Scorpaeniformes,Agonidae,Odontopyxis,Odontopyxis trispinosa,y,Odontopyxis trispinosa,1,44,590,8617,2337271,2337272,NA,NA,NA,NA,NA,NA,Odontopyxis trispinosa
Animalia,Chordata,Scorpaeniformes,Cottidae,Oligocottus,Oligocottus maculosus,y,Oligocottus maculosus,1,44,590,8621,2333736,2333746,NA,NA,NA,NA,NA,NA,Oligocottus maculosus
Animalia,Chordata,Scorpaeniformes,Cottidae,Oligocottus,Oligocottus snyderi,y,Oligocottus snyderi,1,44,590,8621,2333736,2333742,NA,NA,NA,NA,NA,NA,Oligocottus snyderi
Animalia,Chordata,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus apache,n,Oncorhynchus gilae apache,1,44,1313,8615,2351426,5204012,NA,NA,Oncorhynchus gilae apache,5204013,NA,NA,Oncorhynchus gilae apache
Animalia,Chordata,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus clarkii,y,Oncorhynchus clarkii lewisi,1,44,1313,8615,2351426,5711980,NA,NA,Oncorhynchus clarkii lewisi,5711983,NA,NA,Oncorhynchus clarkii lewisi
Animalia,Chordata,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus clarkii,y,Oncorhynchus clarkii,1,44,1313,8615,2351426,5711980,NA,NA,NA,NA,NA,NA,Oncorhynchus clarkii
Animalia,Chordata,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus gilae,n,Oncorhynchus gilae,1,44,1313,8615,2351426,5204032,NA,NA,NA,NA,NA,NA,Oncorhynchus gilae
Animalia,Chordata,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus gorbuscha,y,Oncorhynchus gorbuscha,1,44,1313,8615,2351426,5204037,NA,NA,NA,NA,NA,NA,Oncorhynchus gorbuscha
Animalia,Chordata,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus keta,y,Oncorhynchus keta,1,44,1313,8615,2351426,5204014,NA,NA,NA,NA,NA,NA,Oncorhynchus keta
Animalia,Chordata,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus kisutch,y,Oncorhynchus kisutch,1,44,1313,8615,2351426,5204034,NA,NA,NA,NA,NA,NA,Oncorhynchus kisutch
Animalia,Chordata,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus mykiss,y,Oncorhynchus mykiss,1,44,1313,8615,2351426,5204019,NA,NA,NA,NA,NA,NA,Oncorhynchus mykiss
Animalia,Chordata,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus nerka,y,Oncorhynchus nerka,1,44,1313,8615,2351426,5204039,NA,NA,NA,NA,NA,NA,Oncorhynchus nerka
Animalia,Chordata,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha,y,Oncorhynchus tshawytscha,1,44,1313,8615,2351426,5204024,NA,NA,NA,NA,NA,NA,Oncorhynchus tshawytscha
Animalia,Chordata,Scorpaeniformes,Hexagrammidae,Ophiodon,Ophiodon elongatus,y,Ophiodon elongatus,1,44,590,8626,2336520,2336521,NA,NA,NA,NA,NA,NA,Ophiodon elongatus
Animalia,Chordata,Scorpaeniformes,Cottidae,Orthonopias,Orthonopias triacis,y,Orthonopias triacis,1,44,590,8621,2333855,2333856,NA,NA,NA,NA,NA,NA,Orthonopias triacis
Animalia,Chordata,Scorpaeniformes,Hexagrammidae,Oxylebius,Oxylebius pictus,y,Oxylebius pictus,1,44,590,8626,2336509,2336510,NA,NA,NA,NA,NA,NA,Oxylebius pictus
Animalia,Chordata,Pleuronectiformes,Pleuronectidae,Parophrys,Parophrys vetulus,y,Parophrys vetulus,1,44,588,8611,2409369,2409370,NA,NA,NA,NA,NA,NA,Parophrys vetulus
Animalia,Chordata,Perciformes,Pholidae,Pholis,Pholis clemensi,y,Pholis clemensi,1,44,587,8576,2390397,5210431,NA,NA,NA,NA,NA,NA,Pholis clemensi
Animalia,Chordata,Perciformes,Pholidae,Pholis,Pholis crassispina,n,Pholis crassispina,1,44,587,8576,2390397,5210429,NA,NA,NA,NA,NA,NA,Pholis crassispina
Animalia,Chordata,Perciformes,Pholidae,Pholis,Pholis laeta,y,Pholis laeta,1,44,587,8576,2390397,5210424,NA,NA,NA,NA,NA,NA,Pholis laeta
Animalia,Chordata,Perciformes,Pholidae,Pholis,Pholis ornata,y,Pholis ornata,1,44,587,8576,2390397,5210410,NA,NA,NA,NA,NA,NA,Pholis ornata
Animalia,Chordata,Perciformes,Pholidae,Pholis,Pholis picta,n,Pholis picta,1,44,587,8576,2390397,5210418,NA,NA,NA,NA,NA,NA,Pholis picta
Animalia,Chordata,Perciformes,Stichaeidae,Phytichthys,Phytichthys chirus,y,Phytichthys chirus,1,44,587,8598,2394820,2394821,NA,NA,NA,NA,NA,NA,Phytichthys chirus
Animalia,Chordata,Pleuronectiformes,Pleuronectidae,Platichthys,Platichthys flesus,n,Platichthys flesus,1,44,588,8611,2409326,2409330,NA,NA,NA,NA,NA,NA,Platichthys flesus
Animalia,Chordata,Pleuronectiformes,Pleuronectidae,Platichthys,Platichthys stellatus,y,Platichthys stellatus,1,44,588,8611,2409326,2409327,NA,NA,NA,NA,NA,NA,Platichthys stellatus
Animalia,Chordata,Pleuronectiformes,Pleuronectidae,Pleuronectes,Pleuronectes platessa,n,Pleuronectes platessa,1,44,588,8611,2408270,7700106,NA,NA,NA,NA,NA,NA,Pleuronectes platessa
Animalia,Chordata,Pleuronectiformes,Pleuronectidae,Pleuronectes,Pleuronectes quadrituberculatus,n,Pleuronectes quadrituberculatus,1,44,588,8611,2408270,5213974,NA,NA,NA,NA,NA,NA,Pleuronectes quadrituberculatus
Animalia,Chordata,Pleuronectiformes,Pleuronectidae,Pleuronichthys,Pleuronichthys coenosus,y,Pleuronichthys coenosus,1,44,588,8611,2409240,2409249,NA,NA,NA,NA,NA,NA,Pleuronichthys coenosus
Animalia,Chordata,Scorpaeniformes,Liparidae,Polypera,Polypera greeni,y,Polypera greeni,1,44,590,8627,2336110,5201440,NA,NA,NA,NA,NA,NA,Polypera greeni
Animalia,Chordata,Salmoniformes,Salmonidae,Prosopium,Prosopium williamsoni,y,Prosopium williamsoni,1,44,1313,8615,2351516,2351530,NA,NA,NA,NA,NA,NA,Prosopium williamsoni
Animalia,Chordata,Pleuronectiformes,Pleuronectidae,Psettichthys,Psettichthys melanostictus,y,Psettichthys melanostictus,1,44,588,8611,2408960,2409051,NA,NA,NA,NA,NA,NA,Psettichthys melanostictus
Animalia,Chordata,Perciformes,Embiotocidae,Rhacochilus,Rhacochilus vacca,y,Rhacochilus vacca,1,44,587,4269,2389312,2389313,NA,NA,NA,NA,NA,NA,Rhacochilus vacca
Animalia,Chordata,Scorpaeniformes,Rhamphocottidae,Rhamphocottus,Rhamphocottus richardsonii,y,Rhamphocottus richardsonii,1,44,590,8632,2336937,2336938,NA,NA,NA,NA,NA,NA,Rhamphocottus richardsonii
Animalia,Chordata,Cypriniformes,Cyprinidae,Rhinichthys,Rhinichthys cataractae,y,Rhinichthys cataractae,1,44,1153,7336,2359788,2359811,NA,NA,NA,NA,NA,NA,Rhinichthys cataractae
Animalia,Chordata,Gobiesociformes,Gobiesocidae,Rimicola,Rimicola muscarum,y,Rimicola muscarum,1,44,1163,7668,2411603,5214482,NA,NA,NA,NA,NA,NA,Rimicola muscarum
Animalia,Chordata,Perciformes,Bathymasteridae,Ronquilus,Ronquilus jordani,y,Ronquilus jordani,1,44,587,8507,2394457,2394458,NA,NA,NA,NA,NA,NA,Ronquilus jordani
Animalia,Chordata,Salmoniformes,Salmonidae,Salmo,Salmo salar,n,Salmo salar,1,44,1313,8615,2347608,7595433,NA,NA,NA,NA,NA,NA,Salmo salar
Animalia,Chordata,Salmoniformes,Salmonidae,Salvelinus,Salvelinus albus,n,Salvelinus albus,1,44,1313,8615,2351241,2351278,NA,NA,NA,NA,NA,NA,Salvelinus albus
Animalia,Chordata,Salmoniformes,Salmonidae,Salvelinus,Salvelinus kuznetzovi,n,Salvelinus kuznetzovi,1,44,1313,8615,2351241,2351257,NA,NA,NA,NA,NA,NA,Salvelinus kuznetzovi
Animalia,Chordata,Salmoniformes,Salmonidae,Salvelinus,Salvelinus malma,y,Salvelinus malma,1,44,1313,8615,2351241,4284020,NA,NA,NA,NA,NA,NA,Salvelinus malma
Animalia,Chordata,Perciformes,Scombridae,Scomber,Scomber australasicus,n,Scomber australasicus,1,44,587,8596,2374148,2374156,NA,NA,NA,NA,NA,NA,Scomber australasicus
Animalia,Chordata,Perciformes,Scombridae,Scomber,Scomber japonicus,y,Scomber japonicus,1,44,587,8596,2374148,7599552,NA,NA,NA,NA,NA,NA,Scomber japonicus
Animalia,Chordata,Scorpaeniformes,Cottidae,Scorpaenichthys,Scorpaenichthys marmoratus,y,Scorpaenichthys marmoratus,1,44,590,8621,2334338,5201222,NA,NA,NA,NA,NA,NA,Scorpaenichthys marmoratus
Animalia,Chordata,Scorpaeniformes,Sebastidae,Sebastes,Sebastes alutus,y,Sebastes alutus,1,44,590,8633,2333712,2335557,NA,NA,NA,NA,NA,NA,Sebastes alutus
Animalia,Chordata,Scorpaeniformes,Sebastidae,Sebastes,Sebastes baramenuke,n,Sebastes baramenuke,1,44,590,8633,2333712,2335483,NA,NA,NA,NA,NA,NA,Sebastes baramenuke
Animalia,Chordata,Scorpaeniformes,Sebastidae,Sebastes,Sebastes caurinus,y,Sebastes caurinus,1,44,590,8633,2333712,2335455,NA,NA,NA,NA,NA,NA,Sebastes caurinus
Animalia,Chordata,Scorpaeniformes,Sebastidae,Sebastes,Sebastes cheni,n,Sebastes cheni,1,44,590,8633,2333712,4286373,NA,NA,NA,NA,NA,NA,Sebastes cheni
Animalia,Chordata,Scorpaeniformes,Sebastidae,Sebastes,Sebastes entomelas,y,Sebastes entomelas,1,44,590,8633,2333712,2335516,NA,NA,NA,NA,NA,NA,Sebastes entomelas
Animalia,Chordata,Scorpaeniformes,Sebastidae,Sebastes,Sebastes glaucus,n,Sebastes glaucus,1,44,590,8633,2333712,2335409,NA,NA,NA,NA,NA,NA,Sebastes glaucus
Animalia,Chordata,Scorpaeniformes,Sebastidae,Sebastes,Sebastes joyneri,n,Sebastes joyneri,1,44,590,8633,2333712,2335451,NA,NA,NA,NA,NA,NA,Sebastes joyneri
Animalia,Chordata,Scorpaeniformes,Sebastidae,Sebastes,Sebastes koreanus,n,Sebastes koreanus,1,44,590,8633,2333712,2335387,NA,NA,NA,NA,NA,NA,Sebastes koreanus
Animalia,Chordata,Scorpaeniformes,Sebastidae,Sebastes,Sebastes maliger,y,Sebastes maliger,1,44,590,8633,2333712,2335438,NA,NA,NA,NA,NA,NA,Sebastes maliger
Animalia,Chordata,Scorpaeniformes,Sebastidae,Sebastes,Sebastes mystinus,y,Sebastes mystinus,1,44,590,8633,2333712,2335366,NA,NA,NA,NA,NA,NA,Sebastes mystinus
Animalia,Chordata,Scorpaeniformes,Sebastidae,Sebastes,Sebastes nebulosus,y,Sebastes nebulosus,1,44,590,8633,2333712,2335508,NA,NA,NA,NA,NA,NA,Sebastes nebulosus
Animalia,Chordata,Scorpaeniformes,Sebastidae,Sebastes,Sebastes nigrocinctus,y,Sebastes nigrocinctus,1,44,590,8633,2333712,2335492,NA,NA,NA,NA,NA,NA,Sebastes nigrocinctus
Animalia,Chordata,Scorpaeniformes,Sebastidae,Sebastes,Sebastes pachycephalus,n,Sebastes pachycephalus,1,44,590,8633,2333712,4286366,NA,NA,NA,NA,NA,NA,Sebastes pachycephalus
Animalia,Chordata,Scorpaeniformes,Sebastidae,Sebastes,Sebastes paucispinis,y,Sebastes paucispinis,1,44,590,8633,2333712,2335466,NA,NA,NA,NA,NA,NA,Sebastes paucispinis
Animalia,Chordata,Scorpaeniformes,Sebastidae,Sebastiscus,Sebastiscus marmoratus,n,Sebastiscus marmoratus,1,44,590,8633,2335354,2335355,NA,NA,NA,NA,NA,NA,Sebastiscus marmoratus
Animalia,Chordata,Scorpaeniformes,Sebastidae,Sebastolobus,Sebastolobus macrochir,n,Sebastolobus macrochir,1,44,590,8633,2335321,2335324,NA,NA,NA,NA,NA,NA,Sebastolobus macrochir
Animalia,Chordata,Clupeiformes,Clupeidae,Sprattus,Sprattus sprattus,n,Sprattus sprattus,1,44,538,7332,2413443,2413452,NA,NA,NA,NA,NA,NA,Sprattus sprattus
Animalia,Chordata,Perciformes,Stichaeidae,Stichaeus,Stichaeus punctatus,n,Stichaeus punctatus,1,44,587,8598,2394894,4284936,NA,NA,NA,NA,NA,NA,Stichaeus punctatus
Animalia,Chordata,Scorpaeniformes,Cottidae,Synchirus,Synchirus gilli,y,Synchirus gilli,1,44,590,8621,2334297,2334298,NA,NA,NA,NA,NA,NA,Synchirus gilli
Animalia,Chordata,Syngnathiformes,Syngnathidae,Syngnathus,Syngnathus leptorhynchus,y,Syngnathus leptorhynchus,1,44,773,5901,2332887,2332938,NA,NA,NA,NA,NA,NA,Syngnathus leptorhynchus
Animalia,Chordata,Perciformes,Trichodontidae,Trichodon,Trichodon trichodon,y,Trichodon trichodon,1,44,587,5075,7598749,5210437,NA,NA,NA,NA,NA,NA,Trichodon trichodon
Animalia,Chordata,Perciformes,Stichaeidae,Ulvaria,Ulvaria subbifurcata,n,Ulvaria subbifurcata,1,44,587,8598,2394772,5211302,NA,NA,NA,NA,NA,NA,Ulvaria subbifurcata
Animalia,Chordata,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus,y,Xiphister atropurpureus,1,44,587,8598,2394808,2394813,NA,NA,NA,NA,NA,NA,Xiphister atropurpureus
Animalia,Chordata,Perciformes,Stichaeidae,Xiphister,Xiphister mucosus,y,Xiphister mucosus,1,44,587,8598,2394808,2394809,NA,NA,NA,NA,NA,NA,Xiphister mucosus
Animalia,Chordata,Perciformes,Zaproridae,Zaprora,Zaprora silenus,y,Zaprora silenus,1,44,587,5078,2379449,2379450,NA,NA,NA,NA,NA,NA,Zaprora silenus
